订单ID,客户ID,产品名称,销售数量,单价,销售日期,销售区域,总金额
ORD1010,CUST141,玻璃抛光,52,946,2024-02-19,西南,49192
ORD1075,CUST102,玻璃抛光,45,812,2024-02-01,华北,36540
ORD1032,CUST140,玻璃抛光,56,777,2024-11-05,华南,43512
ORD1008,CUST108,玻璃雕刻,88,334,2024-10-29,西南,29392
ORD1040,CUST162,玻璃雕刻,70,851,2024-07-30,华东,59570
ORD1028,CUST148,玻璃切割,13,720,2024-04-15,华南,9360
ORD1047,CUST168,玻璃雕刻,8,879,2024-11-10,东北,7032
ORD1068,CUST138,玻璃雕刻,20,343,2024-09-16,华北,6860
ORD1085,CUST188,玻璃打磨,86,131,2024-10-29,东北,11266
ORD1089,CUST188,玻璃抛光,32,941,2024-12-21,西南,30112
ORD1045,CUST184,玻璃雕刻,1,428,2024-06-17,东北,428
ORD1076,CUST140,玻璃切割,64,936,2024-01-27,西南,59904
ORD1091,CUST168,玻璃雕刻,14,139,2024-04-04,西南,1946
ORD1092,CUST152,玻璃雕刻,64,724,2024-01-12,西南,46336
ORD1014,CUST163,玻璃雕刻,12,947,2024-12-18,西南,11364
ORD1017,CUST143,玻璃打磨,74,260,2024-06-08,华东,19240
ORD1042,CUST100,玻璃抛光,71,791,2024-11-23,华北,56161
ORD1040,CUST126,玻璃切割,100,718,2024-07-20,西南,71800
ORD1089,CUST164,玻璃抛光,93,592,2024-01-19,华北,55056
ORD1019,CUST134,玻璃切割,72,123,2024-07-21,西南,8856
ORD1001,CUST140,玻璃抛光,71,500,2024-12-26,华南,35500
ORD1035,CUST147,玻璃雕刻,80,508,2024-11-03,东北,40640
ORD1013,CUST183,玻璃雕刻,62,847,2024-09-24,华北,52514
ORD1046,CUST189,玻璃切割,13,114,2024-11-18,西南,1482
ORD1070,CUST161,玻璃抛光,91,837,2024-09-13,华南,76167
ORD1000,CUST195,玻璃雕刻,6,416,2024-05-15,西南,2496
ORD1085,CUST183,玻璃切割,2,933,2024-02-02,西南,1866
ORD1021,CUST122,玻璃切割,21,289,2024-09-26,华东,6069
ORD1009,CUST135,玻璃切割,50,141,2024-02-28,华北,7050
ORD1071,CUST113,玻璃雕刻,96,925,2024-02-14,西南,88800
ORD1026,CUST177,玻璃抛光,96,426,2024-02-07,华东,40896
ORD1082,CUST134,玻璃打磨,14,250,2024-02-03,东北,3500
ORD1024,CUST105,玻璃切割,77,280,2024-06-12,华东,21560
ORD1083,CUST172,玻璃切割,76,974,2024-08-04,东北,74024
ORD1020,CUST105,玻璃打磨,71,461,2024-08-10,西南,32731
ORD1000,CUST158,玻璃切割,80,219,2024-03-27,西南,17520
ORD1006,CUST149,玻璃抛光,41,896,2024-09-20,华北,36736
ORD1033,CUST133,玻璃雕刻,80,591,2024-10-25,华南,47280
ORD1046,CUST111,玻璃雕刻,68,520,2024-03-01,华北,35360
ORD1064,CUST121,玻璃抛光,1,122,2024-10-02,西南,122
ORD1033,CUST171,玻璃抛光,55,715,2024-08-31,华东,39325
ORD1010,CUST114,玻璃雕刻,12,147,2024-02-10,东北,1764
ORD1016,CUST168,玻璃雕刻,30,719,2024-06-10,华东,21570
ORD1041,CUST138,玻璃打磨,11,232,2024-10-18,东北,2552
ORD1019,CUST128,玻璃打磨,27,151,2024-07-03,华北,4077
ORD1028,CUST139,玻璃雕刻,97,493,2024-11-11,华东,47821
ORD1089,CUST141,玻璃切割,99,578,2024-06-21,华南,57222
ORD1004,CUST128,玻璃雕刻,60,399,2024-02-03,华北,23940
ORD1093,CUST197,玻璃雕刻,45,384,2024-12-10,华北,17280
ORD1040,CUST178,玻璃打磨,88,988,2024-05-26,华南,86944
ORD1048,CUST114,玻璃切割,60,741,2024-10-01,东北,44460
ORD1090,CUST153,玻璃雕刻,20,910,2024-03-19,西南,18200
ORD1090,CUST121,玻璃雕刻,60,640,2024-07-23,华北,38400
ORD1018,CUST166,玻璃雕刻,61,236,2024-11-29,西南,14396
ORD1091,CUST148,玻璃雕刻,51,274,2024-07-14,西南,13974
ORD1042,CUST166,玻璃切割,58,417,2024-06-10,西南,24186
ORD1079,CUST176,玻璃雕刻,53,842,2024-04-15,华东,44626
ORD1051,CUST164,玻璃雕刻,12,158,2024-06-28,东北,1896
ORD1048,CUST174,玻璃抛光,94,297,2024-10-13,华东,27918
ORD1038,CUST122,玻璃抛光,45,684,2024-06-10,西南,30780
ORD1071,CUST110,玻璃打磨,16,601,2024-08-01,西南,9616
ORD1003,CUST147,玻璃切割,47,637,2024-09-29,华东,29939
ORD1067,CUST108,玻璃切割,5,557,2024-03-09,华北,2785
ORD1005,CUST191,玻璃打磨,75,851,2024-09-05,华北,63825
ORD1081,CUST161,玻璃雕刻,16,444,2024-05-09,西南,7104
ORD1030,CUST101,玻璃切割,41,110,2024-06-22,华南,4510
ORD1059,CUST188,玻璃抛光,35,588,2024-06-28,华东,20580
ORD1022,CUST162,玻璃打磨,52,771,2024-09-04,华南,40092
ORD1001,CUST126,玻璃打磨,45,524,2024-02-04,华北,23580
ORD1003,CUST137,玻璃雕刻,58,498,2024-05-09,华东,28884
ORD1061,CUST176,玻璃抛光,3,989,2024-09-13,东北,2967
ORD1042,CUST195,玻璃切割,68,700,2024-03-30,华北,47600
ORD1006,CUST105,玻璃打磨,85,505,2024-06-13,华南,42925
ORD1051,CUST156,玻璃抛光,25,432,2024-11-20,华南,10800
ORD1011,CUST132,玻璃打磨,70,153,2024-07-25,华北,10710
ORD1010,CUST170,玻璃雕刻,63,849,2024-04-13,华北,53487
ORD1049,CUST170,玻璃切割,96,706,2024-01-16,华东,67776
ORD1013,CUST133,玻璃雕刻,51,382,2024-08-22,西南,19482
ORD1070,CUST105,玻璃雕刻,65,330,2024-03-15,华北,21450
ORD1004,CUST166,玻璃打磨,75,549,2024-05-18,华北,41175
ORD1018,CUST106,玻璃抛光,38,952,2024-05-16,华东,36176
ORD1079,CUST171,玻璃雕刻,88,438,2024-07-01,东北,38544
ORD1086,CUST123,玻璃雕刻,8,635,2024-11-27,华南,5080
ORD1013,CUST174,玻璃抛光,80,921,2024-10-12,西南,73680
ORD1037,CUST168,玻璃抛光,16,591,2024-04-23,东北,9456
ORD1087,CUST175,玻璃打磨,84,788,2024-04-07,华东,66192
ORD1011,CUST138,玻璃抛光,89,824,2024-06-02,华东,73336
ORD1060,CUST166,玻璃打磨,71,914,2024-04-27,东北,64894
ORD1028,CUST165,玻璃切割,47,549,2024-11-04,西南,25803
ORD1040,CUST173,玻璃雕刻,89,347,2024-12-21,东北,30883
ORD1062,CUST123,玻璃雕刻,31,719,2024-09-05,华南,22289
ORD1047,CUST179,玻璃雕刻,58,543,2024-02-19,西南,31494
ORD1036,CUST148,玻璃打磨,50,626,2024-12-04,华北,31300
ORD1033,CUST194,玻璃切割,12,799,2024-08-27,华东,9588
ORD1080,CUST165,玻璃雕刻,54,851,2024-12-31,华北,45954
ORD1082,CUST110,玻璃打磨,99,231,2024-04-24,西南,22869
ORD1088,CUST134,玻璃切割,66,411,2024-11-28,华南,27126
ORD1005,CUST125,玻璃雕刻,3,596,2024-04-20,华北,1788
ORD1049,CUST125,玻璃抛光,83,750,2024-01-07,华东,62250
ORD1035,CUST105,玻璃抛光,47,669,2024-09-13,华北,31443
ORD1045,CUST135,玻璃雕刻,26,420,2024-11-05,西南,10920
ORD1090,CUST178,玻璃雕刻,3,357,2024-11-28,华东,1071
ORD1054,CUST168,玻璃切割,21,331,2024-12-20,华南,6951
ORD1098,CUST115,玻璃打磨,11,653,2024-11-28,华北,7183
ORD1048,CUST127,玻璃切割,36,657,2024-07-05,西南,23652
ORD1006,CUST143,玻璃打磨,9,262,2024-06-30,西南,2358
ORD1004,CUST199,玻璃切割,80,237,2024-07-21,华北,18960
ORD1000,CUST149,玻璃打磨,55,778,2024-01-23,华东,42790
ORD1085,CUST122,玻璃雕刻,12,521,2024-07-31,西南,6252
ORD1092,CUST176,玻璃雕刻,90,421,2024-05-10,华东,37890
ORD1023,CUST124,玻璃切割,36,255,2024-08-27,华南,9180
ORD1027,CUST116,玻璃雕刻,54,754,2024-04-20,华北,40716
ORD1073,CUST184,玻璃打磨,40,424,2024-08-10,华东,16960
ORD1086,CUST199,玻璃雕刻,46,621,2024-11-10,华东,28566
ORD1036,CUST170,玻璃抛光,24,691,2024-01-20,华东,16584
ORD1042,CUST169,玻璃打磨,50,358,2024-06-26,华东,17900
ORD1043,CUST155,玻璃抛光,46,643,2024-05-08,华北,29578
ORD1042,CUST193,玻璃抛光,43,232,2024-11-01,东北,9976
ORD1062,CUST143,玻璃打磨,89,404,2024-04-08,华北,35956
ORD1032,CUST117,玻璃雕刻,32,694,2024-11-15,华东,22208
ORD1076,CUST173,玻璃切割,82,530,2024-06-15,华北,43460
ORD1000,CUST126,玻璃雕刻,73,439,2024-08-21,华北,32047
ORD1094,CUST149,玻璃打磨,32,415,2024-09-27,华北,13280
ORD1024,CUST183,玻璃打磨,88,955,2024-01-20,华北,84040
ORD1050,CUST190,玻璃切割,92,341,2024-07-13,华南,31372
ORD1077,CUST122,玻璃雕刻,93,162,2024-09-03,东北,15066
ORD1082,CUST142,玻璃切割,31,262,2024-04-25,东北,8122
ORD1048,CUST100,玻璃切割,66,410,2024-01-22,华南,27060
ORD1012,CUST162,玻璃打磨,62,726,2024-05-10,西南,45012
ORD1061,CUST190,玻璃雕刻,50,178,2024-04-08,东北,8900
ORD1077,CUST151,玻璃打磨,8,306,2024-04-30,西南,2448
ORD1037,CUST182,玻璃雕刻,18,246,2024-08-20,西南,4428
ORD1055,CUST186,玻璃切割,51,236,2024-08-31,东北,12036
ORD1022,CUST189,玻璃雕刻,92,761,2024-04-16,西南,70012
ORD1057,CUST157,玻璃雕刻,9,526,2024-02-26,华北,4734
ORD1054,CUST185,玻璃切割,51,683,2024-06-30,东北,34833
ORD1002,CUST150,玻璃雕刻,34,898,2024-01-22,西南,30532
ORD1055,CUST187,玻璃抛光,51,496,2024-03-03,华北,25296
ORD1079,CUST169,玻璃抛光,41,391,2024-10-10,西南,16031
ORD1083,CUST174,玻璃雕刻,93,806,2024-05-22,华南,74958
ORD1036,CUST140,玻璃打磨,87,591,2024-05-14,西南,51417
ORD1043,CUST190,玻璃抛光,70,525,2024-06-01,西南,36750
ORD1063,CUST120,玻璃打磨,22,356,2024-04-26,西南,7832
ORD1069,CUST199,玻璃雕刻,54,819,2024-12-25,华东,44226
ORD1090,CUST189,玻璃切割,72,397,2024-04-04,华东,28584
ORD1081,CUST126,玻璃雕刻,8,976,2024-12-30,西南,7808
ORD1018,CUST144,玻璃雕刻,96,466,2024-08-14,华东,44736
ORD1063,CUST118,玻璃打磨,33,751,2024-01-26,华北,24783
ORD1095,CUST105,玻璃雕刻,61,452,2024-08-10,华东,27572
ORD1041,CUST124,玻璃雕刻,71,247,2024-01-15,华南,17537
ORD1016,CUST194,玻璃雕刻,34,900,2024-11-28,西南,30600
ORD1052,CUST194,玻璃切割,71,657,2024-12-07,华北,46647
ORD1000,CUST171,玻璃打磨,82,942,2024-04-05,华南,77244
ORD1024,CUST125,玻璃切割,27,446,2024-12-15,西南,12042
ORD1079,CUST141,玻璃抛光,61,636,2024-12-28,西南,38796
ORD1018,CUST152,玻璃切割,60,435,2024-01-14,东北,26100
ORD1046,CUST127,玻璃雕刻,85,171,2024-07-08,东北,14535
ORD1075,CUST103,玻璃抛光,74,354,2024-02-12,西南,26196
ORD1056,CUST119,玻璃打磨,58,793,2024-05-23,华南,45994
ORD1026,CUST177,玻璃切割,66,888,2024-05-17,华北,58608
ORD1047,CUST120,玻璃打磨,14,489,2024-05-14,华东,6846
ORD1027,CUST195,玻璃切割,72,651,2024-03-16,西南,46872
ORD1094,CUST108,玻璃雕刻,87,821,2024-05-15,华南,71427
ORD1083,CUST191,玻璃打磨,98,634,2024-02-28,华东,62132
ORD1030,CUST176,玻璃雕刻,100,647,2024-06-03,华东,64700
ORD1000,CUST163,玻璃雕刻,86,511,2024-12-01,东北,43946
ORD1094,CUST181,玻璃雕刻,76,196,2024-07-05,东北,14896
ORD1055,CUST121,玻璃雕刻,21,667,2024-09-19,华南,14007
ORD1094,CUST112,玻璃切割,19,533,2024-01-29,西南,10127
ORD1071,CUST103,玻璃雕刻,47,373,2024-10-30,华南,17531
ORD1040,CUST142,玻璃切割,37,224,2024-08-24,东北,8288
ORD1012,CUST183,玻璃雕刻,32,503,2024-11-28,东北,16096
ORD1046,CUST166,玻璃切割,67,477,2024-03-05,华北,31959
ORD1055,CUST116,玻璃雕刻,71,528,2024-01-20,华东,37488
ORD1081,CUST193,玻璃抛光,71,614,2024-07-01,华北,43594
ORD1001,CUST180,玻璃雕刻,51,619,2024-04-16,华南,31569
ORD1044,CUST180,玻璃雕刻,78,243,2024-03-11,西南,18954
ORD1057,CUST172,玻璃抛光,3,618,2024-12-22,东北,1854
ORD1031,CUST193,玻璃打磨,23,958,2024-01-30,华东,22034
ORD1043,CUST189,玻璃雕刻,57,362,2024-07-04,华南,20634
ORD1053,CUST120,玻璃打磨,41,975,2024-11-12,华南,39975
ORD1051,CUST121,玻璃抛光,25,530,2024-02-09,华北,13250
ORD1077,CUST175,玻璃切割,58,143,2024-10-07,华北,8294
ORD1006,CUST117,玻璃抛光,92,294,2024-08-16,华北,27048
ORD1015,CUST185,玻璃抛光,42,335,2024-12-30,东北,14070
ORD1017,CUST166,玻璃切割,39,330,2024-07-31,华南,12870
ORD1063,CUST190,玻璃切割,84,716,2024-02-12,华南,60144
ORD1028,CUST143,玻璃打磨,26,816,2024-07-11,华北,21216
ORD1026,CUST165,玻璃切割,62,351,2024-04-18,华南,21762
ORD1045,CUST132,玻璃抛光,23,406,2024-11-09,西南,9338
ORD1047,CUST182,玻璃雕刻,54,953,2024-09-10,华东,51462
ORD1094,CUST101,玻璃雕刻,12,656,2024-06-28,华东,7872
ORD1065,CUST118,玻璃雕刻,28,199,2024-09-11,华北,5572
ORD1033,CUST147,玻璃切割,68,424,2024-12-07,华北,28832
ORD1054,CUST108,玻璃抛光,79,791,2024-10-24,华东,62489
ORD1003,CUST105,玻璃打磨,60,130,2024-04-28,东北,7800
ORD1046,CUST180,玻璃雕刻,100,382,2024-03-04,东北,38200
ORD1053,CUST161,玻璃雕刻,37,143,2024-07-07,华南,5291
ORD1047,CUST172,玻璃抛光,77,211,2024-06-18,华南,16247
ORD1029,CUST170,玻璃雕刻,22,178,2024-11-02,华北,3916
ORD1064,CUST198,玻璃切割,78,306,2024-03-26,华南,23868
ORD1093,CUST151,玻璃雕刻,45,451,2024-06-01,华南,20295
ORD1078,CUST196,玻璃抛光,28,348,2024-08-07,西南,9744
ORD1071,CUST120,玻璃打磨,97,914,2024-11-22,西南,88658
ORD1012,CUST181,玻璃抛光,85,216,2024-02-25,华东,18360
ORD1025,CUST194,玻璃雕刻,19,603,2024-05-24,华南,11457
ORD1019,CUST108,玻璃切割,14,840,2024-08-04,华东,11760
ORD1046,CUST142,玻璃雕刻,52,949,2024-12-15,东北,49348
ORD1089,CUST116,玻璃切割,1,515,2024-05-25,华南,515
ORD1075,CUST186,玻璃抛光,51,714,2024-03-27,西南,36414
ORD1009,CUST136,玻璃抛光,65,585,2024-02-04,东北,38025
ORD1013,CUST196,玻璃雕刻,22,731,2024-03-14,华北,16082
ORD1062,CUST130,玻璃抛光,32,818,2024-04-04,西南,26176
ORD1047,CUST137,玻璃雕刻,15,813,2024-03-04,华北,12195
ORD1015,CUST199,玻璃雕刻,16,507,2024-02-13,华东,8112
ORD1040,CUST187,玻璃雕刻,9,407,2024-04-27,华北,3663
ORD1001,CUST168,玻璃雕刻,54,636,2024-07-02,华北,34344
ORD1062,CUST112,玻璃抛光,77,486,2024-07-31,华南,37422
ORD1033,CUST188,玻璃打磨,60,162,2024-08-09,东北,9720
ORD1076,CUST141,玻璃切割,50,523,2024-12-31,西南,26150
ORD1004,CUST105,玻璃打磨,43,350,2024-04-11,华东,15050
ORD1094,CUST124,玻璃雕刻,97,788,2024-12-04,华南,76436
ORD1011,CUST198,玻璃抛光,66,128,2024-10-15,东北,8448
ORD1018,CUST154,玻璃打磨,30,313,2024-02-02,西南,9390
ORD1092,CUST139,玻璃打磨,18,459,2024-10-21,华东,8262
ORD1017,CUST119,玻璃切割,62,630,2024-09-18,华南,39060
ORD1011,CUST121,玻璃雕刻,36,456,2024-07-24,华北,16416
ORD1051,CUST142,玻璃雕刻,99,582,2024-09-01,东北,57618
ORD1053,CUST193,玻璃打磨,31,162,2024-08-16,东北,5022
ORD1069,CUST161,玻璃切割,39,869,2024-11-09,华北,33891
ORD1052,CUST106,玻璃抛光,18,780,2024-06-13,西南,14040
ORD1006,CUST193,玻璃打磨,59,721,2024-05-26,华南,42539
ORD1097,CUST165,玻璃雕刻,56,911,2024-05-29,华东,51016
ORD1028,CUST145,玻璃雕刻,6,591,2024-01-02,华南,3546
ORD1047,CUST183,玻璃切割,95,622,2024-07-09,华东,59090
ORD1070,CUST107,玻璃切割,85,834,2024-07-31,东北,70890
ORD1074,CUST157,玻璃打磨,4,443,2024-07-24,西南,1772
ORD1037,CUST135,玻璃雕刻,37,793,2024-07-19,华东,29341
ORD1091,CUST156,玻璃雕刻,81,221,2024-05-09,华东,17901
ORD1057,CUST110,玻璃抛光,79,931,2024-02-01,西南,73549
ORD1052,CUST134,玻璃打磨,45,420,2024-07-05,西南,18900
ORD1002,CUST133,玻璃雕刻,55,200,2024-04-06,华东,11000
ORD1079,CUST105,玻璃打磨,93,417,2024-10-20,华北,38781
ORD1015,CUST192,玻璃雕刻,75,723,2024-10-12,华北,54225
ORD1035,CUST155,玻璃雕刻,98,621,2024-11-14,东北,60858
ORD1011,CUST109,玻璃雕刻,5,408,2024-10-18,华东,2040
ORD1050,CUST173,玻璃雕刻,43,891,2024-05-19,华北,38313
ORD1011,CUST169,玻璃切割,87,616,2024-10-24,西南,53592
ORD1084,CUST102,玻璃抛光,28,948,2024-10-22,华南,26544
ORD1061,CUST140,玻璃切割,31,485,2024-06-22,东北,15035
ORD1091,CUST138,玻璃抛光,61,969,2024-01-26,华南,59109
ORD1008,CUST154,玻璃雕刻,33,251,2024-07-05,西南,8283
ORD1045,CUST182,玻璃切割,47,673,2024-02-17,华南,31631
ORD1014,CUST129,玻璃雕刻,37,769,2024-02-25,华东,28453
ORD1008,CUST114,玻璃切割,1,524,2024-10-10,东北,524
ORD1001,CUST146,玻璃雕刻,62,621,2024-11-27,华北,38502
ORD1052,CUST160,玻璃切割,67,549,2024-01-14,东北,36783
ORD1082,CUST110,玻璃雕刻,86,818,2024-10-04,东北,70348
ORD1081,CUST128,玻璃雕刻,30,828,2024-05-09,华北,24840
ORD1079,CUST157,玻璃打磨,81,134,2024-02-06,华南,10854
ORD1047,CUST178,玻璃切割,63,697,2024-11-11,华南,43911
ORD1098,CUST144,玻璃抛光,43,620,2024-05-24,西南,26660
ORD1067,CUST113,玻璃抛光,34,753,2024-11-09,西南,25602
ORD1081,CUST134,玻璃切割,90,464,2024-03-20,西南,41760
ORD1073,CUST144,玻璃雕刻,73,845,2024-02-01,华北,61685
ORD1087,CUST134,玻璃抛光,2,432,2024-01-13,华北,864
ORD1049,CUST199,玻璃雕刻,14,295,2024-09-06,东北,4130
ORD1032,CUST144,玻璃雕刻,84,921,2024-10-14,华东,77364
ORD1097,CUST101,玻璃打磨,27,596,2024-11-17,华东,16092
ORD1067,CUST144,玻璃雕刻,59,900,2024-12-13,华北,53100
ORD1004,CUST150,玻璃打磨,19,995,2024-06-08,华北,18905
ORD1011,CUST184,玻璃抛光,75,575,2024-01-08,东北,43125
ORD1012,CUST145,玻璃切割,88,523,2024-04-12,华北,46024
ORD1055,CUST154,玻璃切割,80,508,2024-12-28,华东,40640
ORD1086,CUST126,玻璃打磨,46,608,2024-01-01,华东,27968
ORD1056,CUST120,玻璃抛光,49,850,2024-01-06,华东,41650
ORD1085,CUST166,玻璃抛光,99,890,2024-07-31,东北,88110
ORD1081,CUST164,玻璃雕刻,45,322,2024-01-02,华北,14490
ORD1081,CUST166,玻璃雕刻,76,108,2024-01-26,华南,8208
ORD1070,CUST116,玻璃抛光,46,995,2024-03-28,东北,45770
ORD1054,CUST182,玻璃切割,58,177,2024-02-13,华南,10266
ORD1039,CUST123,玻璃打磨,41,267,2025-01-01,华南,10947
ORD1027,CUST154,玻璃打磨,77,931,2024-02-02,西南,71687
ORD1043,CUST154,玻璃切割,21,817,2024-11-06,东北,17157
ORD1016,CUST144,玻璃抛光,45,518,2024-06-23,西南,23310
ORD1083,CUST152,玻璃打磨,96,789,2024-01-20,华东,75744
ORD1076,CUST193,玻璃雕刻,82,671,2024-12-11,华南,55022
ORD1053,CUST167,玻璃抛光,12,361,2024-07-19,华东,4332
ORD1010,CUST195,玻璃雕刻,73,106,2024-08-05,华东,7738
ORD1039,CUST173,玻璃切割,3,255,2024-10-28,东北,765
ORD1052,CUST157,玻璃抛光,12,999,2024-10-14,华南,11988
ORD1093,CUST150,玻璃抛光,88,959,2024-04-05,华南,84392
ORD1056,CUST131,玻璃切割,8,222,2024-04-11,华南,1776
ORD1049,CUST121,玻璃打磨,100,340,2024-03-02,华东,34000
ORD1043,CUST180,玻璃打磨,56,299,2024-10-18,东北,16744
ORD1029,CUST120,玻璃雕刻,17,568,2024-03-01,东北,9656
ORD1058,CUST184,玻璃雕刻,68,126,2024-11-21,华东,8568
ORD1068,CUST158,玻璃雕刻,49,242,2024-06-01,东北,11858
ORD1039,CUST193,玻璃切割,39,793,2024-09-20,华南,30927
ORD1088,CUST151,玻璃抛光,99,387,2024-01-06,华北,38313
ORD1024,CUST148,玻璃雕刻,49,451,2024-11-28,西南,22099
ORD1047,CUST182,玻璃切割,90,220,2024-02-29,华南,19800
ORD1089,CUST146,玻璃切割,49,693,2024-09-06,西南,33957
ORD1032,CUST192,玻璃雕刻,45,408,2024-06-30,西南,18360
ORD1060,CUST110,玻璃雕刻,98,157,2024-08-29,华南,15386
ORD1005,CUST118,玻璃雕刻,18,788,2024-11-01,东北,14184
ORD1089,CUST131,玻璃抛光,34,978,2024-10-29,华南,33252
ORD1059,CUST128,玻璃切割,31,118,2024-12-17,华南,3658
ORD1017,CUST152,玻璃切割,22,199,2024-05-14,西南,4378
ORD1055,CUST158,玻璃抛光,55,287,2024-01-01,华北,15785
ORD1069,CUST159,玻璃雕刻,56,292,2024-11-16,华南,16352
ORD1017,CUST179,玻璃雕刻,82,668,2024-01-25,东北,54776
ORD1022,CUST107,玻璃打磨,61,330,2024-07-07,华北,20130
ORD1042,CUST146,玻璃抛光,1,455,2024-11-08,西南,455
ORD1051,CUST122,玻璃切割,16,269,2024-10-02,华东,4304
ORD1015,CUST179,玻璃打磨,22,414,2024-08-05,西南,9108
ORD1012,CUST154,玻璃打磨,45,982,2024-06-04,华东,44190
ORD1033,CUST160,玻璃打磨,6,221,2024-03-29,东北,1326
ORD1094,CUST189,玻璃雕刻,45,103,2024-05-01,华南,4635
ORD1066,CUST145,玻璃雕刻,27,508,2024-07-28,华东,13716
ORD1092,CUST105,玻璃雕刻,48,389,2024-09-17,华北,18672
ORD1023,CUST174,玻璃切割,64,921,2024-02-18,华北,58944
ORD1000,CUST122,玻璃雕刻,17,867,2024-10-15,东北,14739
ORD1023,CUST113,玻璃打磨,51,947,2024-09-14,华北,48297
ORD1054,CUST110,玻璃抛光,57,502,2024-03-02,华北,28614
ORD1016,CUST180,玻璃雕刻,71,317,2024-09-07,华东,22507
ORD1080,CUST155,玻璃切割,25,830,2024-02-08,华东,20750
ORD1012,CUST171,玻璃切割,21,350,2024-01-05,东北,7350
ORD1015,CUST186,玻璃雕刻,18,375,2024-08-30,华南,6750
ORD1052,CUST114,玻璃切割,77,778,2024-11-27,华北,59906
ORD1092,CUST143,玻璃雕刻,76,183,2024-01-25,华南,13908
ORD1086,CUST141,玻璃雕刻,50,438,2024-06-11,华东,21900
ORD1002,CUST126,玻璃抛光,73,776,2024-08-13,华北,56648
ORD1092,CUST119,玻璃打磨,89,117,2024-02-10,东北,10413
ORD1079,CUST130,玻璃雕刻,32,819,2024-11-28,西南,26208
ORD1075,CUST141,玻璃抛光,92,904,2024-02-02,华南,83168
ORD1030,CUST185,玻璃打磨,14,455,2024-03-02,华北,6370
ORD1088,CUST147,玻璃打磨,84,135,2024-07-14,西南,11340
ORD1012,CUST101,玻璃抛光,97,853,2024-07-15,华南,82741
ORD1044,CUST192,玻璃打磨,100,373,2024-03-25,华北,37300
ORD1006,CUST125,玻璃切割,50,983,2024-09-26,华南,49150
ORD1044,CUST158,玻璃切割,86,209,2024-10-14,华北,17974
ORD1070,CUST195,玻璃切割,100,135,2024-12-02,西南,13500
ORD1008,CUST138,玻璃雕刻,31,638,2024-01-18,华北,19778
ORD1005,CUST176,玻璃切割,27,829,2024-06-05,东北,22383
ORD1064,CUST199,玻璃抛光,32,628,2024-10-15,西南,20096
ORD1018,CUST174,玻璃切割,75,235,2024-04-13,西南,17625
ORD1095,CUST192,玻璃雕刻,36,350,2024-06-10,华南,12600
ORD1022,CUST158,玻璃雕刻,45,587,2024-04-23,华北,26415
ORD1035,CUST102,玻璃雕刻,32,801,2024-03-24,东北,25632
ORD1027,CUST196,玻璃打磨,46,648,2024-07-22,华南,29808
ORD1061,CUST157,玻璃切割,57,738,2024-03-20,华南,42066
ORD1053,CUST147,玻璃切割,64,964,2024-11-07,华东,61696
ORD1091,CUST185,玻璃抛光,78,239,2024-02-03,西南,18642
ORD1087,CUST169,玻璃切割,8,105,2024-08-12,华北,840
ORD1073,CUST172,玻璃打磨,79,421,2024-06-04,西南,33259
ORD1070,CUST140,玻璃切割,95,794,2024-07-11,东北,75430
ORD1098,CUST125,玻璃抛光,30,345,2024-11-28,华北,10350
ORD1032,CUST172,玻璃雕刻,69,886,2024-04-27,华东,61134
ORD1058,CUST185,玻璃雕刻,4,325,2024-09-04,华南,1300
ORD1050,CUST163,玻璃切割,29,847,2024-02-15,西南,24563
ORD1006,CUST137,玻璃抛光,15,796,2024-11-22,东北,11940
ORD1081,CUST164,玻璃切割,8,728,2024-10-25,东北,5824
ORD1032,CUST134,玻璃抛光,49,324,2024-11-19,华南,15876
ORD1010,CUST153,玻璃切割,34,837,2024-12-26,西南,28458
ORD1045,CUST135,玻璃打磨,88,292,2024-07-17,西南,25696
ORD1065,CUST151,玻璃打磨,28,742,2024-06-24,华东,20776
ORD1043,CUST191,玻璃雕刻,84,288,2024-11-14,华北,24192
ORD1035,CUST185,玻璃抛光,87,878,2024-04-21,东北,76386
